Filter 0,Filter 1,Filter 4,Filter 8,Filter 10,Filter 11,Filter 13,Filter 15,Filter 17,Filter 27,Filter 28,Filter 32,Filter 33,Filter 34,Filter 38,Filter 40,Filter 46,Filter 50,Filter 52,Filter 55,Filter 60,Filter 73,Filter 77,Filter 79,Filter 99,Filter 101,Filter 103,Filter 107,Filter 114,Filter 118,Filter 120,Filter 122,Filter 126
V1[i] & ~V0[i] & (V0[i-1] | ~V1[i-1]) & (V1[i-1] | ~V0[i-1]),V0[i] & V1[i] & (V0[i-1] | ~V1[i-1]) & (V1[i-1] | ~V0[i-1]),(V0[i-1] | V0[i] | V1[i-1] | V1[i]) & (V0[i-1] | V1[i-1] | ~V0[i] | ~V1[i]) & (V0[i] | V1[i] | ~V0[i-1] | ~V1[i-1]) & (~V0[i-1] | ~V0[i] | ~V1[i-1] | ~V1[i]),DL[i] & V0[i-1] & V1[i] & ~DL[i-1] & ~V0[i] & ~V1[i-1],~V0[i] & ~V1[i],(V0[i-1] | V0[i] | ~V1[i-1]) & (V0[i-1] | V1[i] | ~V1[i-1]) & (V0[i] | V1[i-1] | ~V0[i-1]) & (V1[i-1] | V1[i] | ~V0[i-1]),CONSTANTE,V0[i] & V1[i] & (V0[i-1] | V1[i-1]) & (~V0[i-1] | ~V1[i-1]),(V0[i] | ~V1[i]) & (V0[i-1] | V0[i] | ~V1[i-1]) & (V0[i] | V1[i-1] | ~V0[i-1]) & (V0[i-1] | ~V1[i-1] | ~V1[i]) & (V1[i-1] | ~V0[i-1] | ~V1[i]),V0[i] & V1[i] & (V0[i-1] | ~V1[i-1]) & (V1[i-1] | ~V0[i-1]),V0[i] & ~V1[i],(V0[i] | ~V1[i]) & (DL[i-1] | V1[i] | ~DL[i] | ~V0[i]) & (DL[i-1] | V1[i] | ~V0[i-1] | ~V0[i]) & (V1[i-1] | V1[i] | ~DL[i] | ~V0[i]) & (V1[i-1] | V1[i] | ~V0[i-1] | ~V0[i]) & (V1[i] | ~DL[i] | ~V0[i-1] | ~V0[i]),,CONSTANTE,V1[i] & ~V0[i] & (V0[i-1] | V1[i-1]) & (~V0[i-1] | ~V1[i-1]),V1[i] & ~DL[i] & ~V0[i] & (DL[i-1] | ~V0[i-1]) & (DL[i-1] | ~V1[i-1]) & (V0[i-1] | ~DL[i-1]) & (V0[i-1] | ~V1[i-1]) & (V1[i-1] | ~DL[i-1]) & (V1[i-1] | ~V0[i-1]),DL[i] & ~V0[i] & ~V1[i],(V0[i] | V1[i]) & (~V0[i] | ~V1[i]),DL[i],DL[i] & V1[i-1] & ~DL[i-1] & ~V0[i-1] & (V0[i] | ~V1[i]) & (V1[i] | ~V0[i]),(V0[i] | V1[i]) & (~V0[i] | ~V1[i]),(V0[i] | V1[i]) & (V0[i-1] | ~V1[i-1]) & (~V0[i] | ~V1[i]) & (DL[i-1] | V1[i-1] | ~V0[i-1]) & (V1[i-1] | V1[i] | ~V0[i-1]),V0[i] & ~V1[i] & (V0[i-1] | V1[i-1]) & (DL[i-1] | DL[i] | V1[i-1]) & (~V0[i-1] | ~V1[i-1]),~DL[i],V0[i] & V1[i-1] & ~V0[i-1] & ~V1[i],(V0[i] | ~V1[i]) & (V1[i] | ~V0[i]) & (V0[i-1] | V0[i] | ~V1[i-1]) & (V0[i] | V1[i-1] | ~V0[i-1]),~V0[i] & ~V1[i] & (V0[i-1] | V1[i-1]) & (~V0[i-1] | ~V1[i-1]),~V0[i] & ~V1[i] & (V0[i-1] | ~V1[i-1]) & (V1[i-1] | ~V0[i-1]),V1[i] & ~V0[i],~V0[i] & ~V1[i] & (V0[i-1] | ~V1[i-1]) & (V1[i-1] | ~V0[i-1]),V0[i-1] & V0[i] & ~V1[i-1] & ~V1[i],CONSTANTE,DL[i]
